name,cluster,submissions_count,likes_count,companies_count
smallest-subarrays-with-maximum-bitwise-or,4,28100,545,1
minimum-money-required-before-transactions,4,25500,394,1
smallest-even-multiple,4,178700,866,1
length-of-the-longest-alphabetical-continuous-substring,4,75200,489,1
reverse-odd-levels-of-binary-tree,4,62600,1100,1
sum-of-prefix-scores-of-strings,4,54200,651,2
closest-fair-integer,4,2300,26,0
sort-the-people,4,163100,1300,2
longest-subarray-with-maximum-bitwise-and,4,54800,450,1
find-all-good-indices,4,58900,613,1
number-of-good-paths,4,96100,2200,1
merge-operations-to-turn-array-into-a-palindrome,4,14800,128,1
remove-letter-to-equalize-frequency,4,243600,634,1
longest-uploaded-prefix,4,36200,342,1
bitwise-xor-of-all-pairings,4,32700,386,1
number-of-pairs-satisfying-inequality,4,28700,524,1
number-of-common-factors,4,100500,556,0
maximum-sum-of-an-hourglass,4,49000,438,1
minimize-xor,4,48500,465,1
maximum-deletions-on-a-string,4,38900,471,1
maximize-total-tastiness-of-purchased-fruits,4,3100,45,1
the-employee-that-worked-on-the-longest-task,4,67300,268,1
find-the-original-array-of-prefix-xor,4,157400,1300,2
using-a-robot-to-print-the-lexicographically-smallest-string,4,44800,633,1
paths-in-matrix-whose-sum-is-divisible-by-k,4,50900,875,1
minimum-split-into-subarrays-with-gcd-greater-than-one,4,3000,39,0
number-of-valid-clock-times,4,63000,272,1
range-product-queries-of-powers,4,39200,291,1
minimize-maximum-of-array,4,171800,2400,2
create-components-with-same-value,4,11800,376,1
largest-positive-integer-that-exists-with-its-negative,4,88600,510,1
count-number-of-distinct-integers-after-reverse-operations,4,72200,598,1
sum-of-number-and-its-reverse,4,73100,246,1
count-subarrays-with-fixed-bounds,3,204100,3100,5
number-of-nodes-with-value-one,4,2700,75,1
determine-if-two-events-have-conflict,4,82400,436,2
number-of-subarrays-with-gcd-equal-to-k,4,49600,432,0
minimum-cost-to-make-array-equal,4,141600,2400,2
minimum-number-of-operations-to-make-arrays-similar,4,19200,411,1
number-of-distinct-binary-strings-after-applying-operations,4,1300,33,1
odd-string-difference,4,47400,383,1
words-within-two-edits-of-dictionary,4,33900,282,2
destroy-sequential-targets,4,43000,554,1
next-greater-element-iv,4,24900,647,0
average-value-of-even-numbers-that-are-divisible-by-three,4,88300,324,1
most-popular-video-creator,4,49100,260,1
minimum-addition-to-make-integer-beautiful,4,50900,519,1
height-of-binary-tree-after-subtree-removal-queries,4,58200,795,1
sort-array-by-moving-items-to-empty-space,4,3200,50,1
apply-operations-to-an-array,4,85800,528,1
maximum-sum-of-distinct-subarrays-with-length-k,4,144300,1200,1
total-cost-to-hire-k-workers,4,207800,1800,1
minimum-total-distance-traveled,4,19700,458,2
minimum-subarrays-in-a-valid-split,4,1900,28,0
number-of-distinct-averages,4,69500,355,1
count-ways-to-build-good-strings,4,133400,1700,1
most-profitable-path-in-a-tree,4,24000,663,1
split-message-based-on-limit,4,18800,137,4
convert-the-temperature,4,182400,577,1
number-of-subarrays-with-lcm-equal-to-k,4,56300,349,0
minimum-number-of-operations-to-sort-a-binary-tree-by-level,4,33200,615,1
maximum-number-of-non-overlapping-palindrome-substrings,4,36500,443,2
minimum-cost-to-buy-apples,4,2700,64,2
customers-with-strictly-increasing-purchases,4,6200,38,1
number-of-unequal-triplets-in-array,4,55600,387,1
closest-nodes-queries-in-a-binary-search-tree,4,50300,418,1
minimum-fuel-cost-to-report-to-the-capital,4,102300,2100,2
number-of-beautiful-partitions,4,31500,341,1
maximum-xor-of-two-non-overlapping-subtrees,4,1300,28,2
form-a-chemical-bond,4,5300,25,0
minimum-cuts-to-divide-a-circle,4,59300,213,1
difference-between-ones-and-zeros-in-row-and-column,4,143300,1100,1
minimum-penalty-for-a-shop,4,151000,1900,1
count-palindromic-subsequences,4,25000,480,1
find-the-pivot-integer,4,256200,1200,1
append-characters-to-string-to-make-subsequence,4,51600,432,1
remove-nodes-from-linked-list,4,92300,1400,2
count-subarrays-with-median-k,4,25900,549,1
number-of-substrings-with-fixed-ratio,4,1500,42,1
circular-sentence,4,59900,350,0
divide-players-into-teams-of-equal-skill,4,57700,471,1
minimum-score-of-a-path-between-two-cities,4,143300,1700,1
divide-nodes-into-the-maximum-number-of-groups,4,19600,390,1
merge-overlapping-events-in-the-same-hall,4,5200,41,0
number-of-subarrays-having-even-product,4,2600,43,0
maximum-value-of-a-string-in-an-array,4,56600,382,0
maximum-star-sum-of-a-graph,4,45000,361,1
frog-jump-ii,4,31000,668,1
minimum-total-cost-to-make-arrays-unequal,4,9600,224,1
delete-greatest-value-in-each-row,4,70100,610,0
longest-square-streak-in-an-array,4,63200,451,1
design-memory-allocator,4,29500,273,1
maximum-number-of-points-from-grid-queries,4,23500,456,1
concatenate-the-name-and-the-profession,4,5100,28,0
bitwise-or-of-all-subsequence-sums,4,1600,29,1
count-pairs-of-similar-strings,4,58600,487,1
smallest-value-after-replacing-with-sum-of-prime-factors,4,43700,371,0
add-edges-to-make-degrees-of-all-nodes-even,4,36300,319,1
cycle-length-queries-in-a-tree,4,21700,337,1
check-if-there-is-a-path-with-equal-number-of-0's-and-1's,4,7500,88,1
maximum-enemy-forts-that-can-be-captured,4,58300,266,0
reward-top-k-students,4,42600,318,1
minimize-the-maximum-of-two-arrays,4,39000,466,1
count-anagrams,4,31700,395,1
shortest-distance-to-target-string-in-a-circular-array,4,57000,337,1
take-k-of-each-character-from-left-and-right,4,44800,683,0
maximum-tastiness-of-candy-basket,4,30100,859,1
number-of-great-partitions,4,25500,418,1
count-the-number-of-k-big-indices,4,11800,95,1
count-the-digits-that-divide-a-number,4,90000,481,1
distinct-prime-factors-of-product-of-array,4,56300,444,0
partition-string-into-substrings-with-values-at-most-k,4,44200,366,0
closest-prime-numbers-in-range,4,58400,357,1
maximum-frequency-score-of-a-subarray,4,2100,21,1
categorize-box-according-to-criteria,4,88400,189,1
find-consecutive-integers-from-a-data-stream,4,50100,303,1
find-xor-beauty-of-array,4,26900,342,1
maximize-the-minimum-powered-city,4,20200,445,0
maximum-count-of-positive-integer-and-negative-integer,4,135700,856,2
maximal-score-after-applying-k-operations,4,59500,381,1
make-number-of-distinct-characters-equal,4,68700,546,1
time-to-cross-a-bridge,4,8700,109,1
number-of-good-binary-strings,4,9500,52,1
time-taken-to-cross-the-door,4,10900,73,1
difference-between-element-sum-and-digit-sum-of-an-array,4,135000,658,0
increment-submatrices-by-one,4,41100,450,1
count-the-number-of-good-subarrays,4,37000,811,1
difference-between-maximum-and-minimum-price-sum,4,22000,414,2
count-the-number-of-good-subsequences,4,4000,24,1
minimum-common-value,4,368300,1100,1
minimum-operations-to-make-array-equal-ii,4,67900,400,1
maximum-subsequence-score,4,148900,2600,2
check-if-point-is-reachable,4,17400,238,1
alternating-digit-sum,4,82300,378,1
sort-the-students-by-their-kth-score,4,66900,637,1
apply-bitwise-operations-to-make-strings-equal,4,44800,245,1
minimum-cost-to-split-an-array,4,28400,417,1
maximum-price-to-fill-a-bag,4,1800,35,1
count-distinct-numbers-on-board,4,65000,254,1
count-collisions-of-monkeys-on-a-polygon,4,69400,178,1
put-marbles-in-bags,4,85100,2000,1
count-increasing-quadruplets,4,26300,362,1
separate-the-digits-in-an-array,4,82700,468,1
maximum-number-of-integers-to-choose-from-a-range-i,4,55000,315,1
maximize-win-from-two-segments,4,29700,534,1
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,4,46400,548,1
maximum-number-of-integers-to-choose-from-a-range-ii,4,3400,31,1
take-gifts-from-the-richest-pile,4,65700,365,1
count-vowel-strings-in-ranges,4,51100,425,1
house-robber-iv,4,40000,875,1
rearranging-fruits,4,27100,370,1
find-the-array-concatenation-value,4,65500,342,1
count-the-number-of-fair-pairs,4,72800,775,1
substring-xor-queries,4,36000,358,1
subsequence-with-the-minimum-score,4,21100,365,1
maximum-difference-by-remapping-a-digit,4,40000,223,0
minimum-score-by-changing-two-elements,4,34000,217,0
minimum-impossible-or,4,25700,343,0
handling-sum-queries-after-update,4,18500,171,1
merge-two-2d-arrays-by-summing-values,4,53700,321,1
minimum-operations-to-reduce-an-integer-to-0,4,48800,515,2
count-the-number-of-square-free-subsets,4,38300,439,1
find-the-string-with-lcp,4,14300,184,0
left-and-right-sum-differences,4,139900,974,1
find-the-divisibility-array-of-a-string,4,81700,517,1
find-the-maximum-number-of-marked-indices,4,49700,546,0
minimum-time-to-visit-a-cell-in-a-grid,4,30100,518,1
split-with-minimum-sum,4,46300,349,1
count-total-number-of-colored-cells,4,43100,281,0
count-ways-to-group-overlapping-ranges,4,42600,306,1
count-number-of-possible-root-nodes,4,12100,291,0
pass-the-pillow,4,74700,371,0
kth-largest-sum-in-a-binary-tree,4,73900,521,2
split-the-array-to-make-coprime-products,4,48700,300,1
number-of-ways-to-earn-points,4,26900,456,1
count-the-number-of-vowel-strings-in-range,4,74500,321,1
rearrange-array-to-maximize-prefix-score,4,67700,279,0
count-the-number-of-beautiful-subarrays,4,33100,476,0
minimum-time-to-complete-all-tasks,4,22700,415,0
design-a-todo-list,4,2900,36,0
distribute-money-to-maximum-children,4,142900,278,1
maximize-greatness-of-an-array,4,38000,420,1
find-score-of-an-array-after-marking-all-elements,4,33200,351,0
minimum-time-to-repair-cars,4,34300,538,0
number-of-even-and-odd-bits,4,57200,263,0
check-knight-tour-configuration,4,45800,365,1
the-number-of-beautiful-subsets,4,67500,527,1
smallest-missing-non-negative-integer-after-operations,4,36300,334,1
make-the-prefix-sum-non-negative,4,3100,42,1
k-items-with-the-maximum-sum,4,60200,270,0
prime-subtraction-operation,4,42400,367,1
minimum-operations-to-make-all-array-elements-equal,4,46900,665,0
collect-coins-in-a-tree,4,17300,395,1
minimum-time-to-eat-all-grains,4,2200,39,1
form-smallest-number-from-two-digit-arrays,4,64300,289,0
find-the-substring-with-maximum-cost,4,41000,345,1
make-k-subarray-sums-equal,4,27000,440,1
shortest-cycle-in-a-graph,4,43300,480,1
find-the-longest-balanced-substring-of-a-binary-string,4,63800,354,0
convert-an-array-into-a-2d-array-with-conditions,4,214300,1600,3
mice-and-cheese,4,51500,592,1
minimum-reverse-operations,4,27800,230,1
beautiful-pairs,4,1100,16,0
prime-in-diagonal,4,118100,326,0
sum-of-distances,4,60400,711,1
minimize-the-maximum-difference-of-pairs,4,158000,2200,3
minimum-number-of-visited-cells-in-a-grid,4,32000,360,1
check-if-object-instance-of-class,4,74100,257,0
array-prototype-last,4,157000,468,4
counter,4,375400,1100,3
sleep,4,128100,548,2
cache-with-time-limit,4,47400,385,1
memoize,4,126300,534,1
snail-traversal,4,13900,95,0
flatten-deeply-nested-array,4,51500,301,1
array-reduce-transformation,4,145600,542,0
debounce,4,41200,355,2
json-deep-equal,4,31000,212,0
function-composition,4,121100,602,1
memoize-ii,4,14400,111,0
group-by,4,41000,278,0
curry,4,17700,339,0
convert-object-to-json-string,4,14500,201,0
filter-elements-from-array,4,154700,576,0
apply-transform-over-each-element-in-array,4,167200,664,3
promise-pool,4,14600,280,1
promise-time-limit,4,52100,447,0
count-the-number-of-k-free-subsets,4,5600,71,1
find-the-width-of-columns-of-a-grid,4,38200,158,1
find-the-score-of-all-prefixes-of-an-array,4,38600,269,1
cousins-in-binary-tree-ii,4,27700,538,1
design-graph-with-shortest-path-calculator,4,91300,779,1
row-with-maximum-ones,4,71100,403,0
find-the-maximum-divisibility-score,4,59700,165,1
minimum-additions-to-make-valid-string,4,53400,519,1
minimize-the-total-price-of-the-trips,4,20600,455,2
color-the-triangle-red,4,439,10,0
generate-fibonacci-sequence,4,29100,234,0
nested-array-generator,4,14100,158,0
design-cancellable-function,4,3500,62,0
calculate-delayed-arrival-time,4,64500,221,0
sum-multiples,4,111800,471,1
sliding-subarray-beauty,4,57900,595,1
minimum-number-of-operations-to-make-all-array-elements-equal-to-1,4,34600,373,0
find-maximal-uncovered-ranges,4,2100,24,0
maximum-sum-with-exactly-k-elements,4,77300,350,0
find-the-prefix-common-array-of-two-arrays,4,46300,447,1
maximum-number-of-fish-in-a-grid,4,39400,411,1
make-array-empty,4,39800,520,1
determine-the-winner-of-a-bowling-game,4,94400,228,1
first-completely-painted-row-or-column,4,44100,414,1
minimum-cost-of-a-path-with-special-roads,4,30900,522,1
lexicographically-smallest-beautiful-string,4,12800,183,1
the-knight’s-tour,4,1900,34,1
counter-ii,4,193300,671,1
allow-one-function-call,4,94300,432,1
create-hello-world-function,3,406300,1100,8
find-latest-salaries,4,4200,16,0
count-artist-occurrences-on-spotify-ranking-list,4,3700,15,0
find-the-distinct-difference-array,4,45400,314,0
frequency-tracker,4,69500,311,0
number-of-adjacent-elements-with-the-same-color,4,27300,334,0
make-costs-of-paths-equal-in-a-binary-tree,4,25500,562,1
split-a-circular-linked-list,4,1600,36,0
array-of-objects-to-matrix,4,8400,132,0
throttle,4,10500,159,1
chunk-array,4,57300,314,0
number-of-senior-citizens,4,69600,273,0
sum-in-a-matrix,4,51800,324,0
maximum-or,4,31700,370,0
power-of-heroes,4,27600,304,0
find-the-losers-of-the-circular-game,4,53200,238,0
neighboring-bitwise-xor,4,34000,264,0
maximum-number-of-moves-in-a-grid,4,49900,410,1
count-the-number-of-complete-components,4,36300,593,0
immediate-food-delivery-iii,4,3400,11,0
bikes-last-time-used,4,3500,19,0
find-active-users,4,6200,19,0
extract-kth-character-from-the-rope-tree,4,3100,32,1
infinite-method-object,4,1100,26,0
immutability-helper,4,415,9,0
make-object-immutable,4,529,15,0
call-function-with-custom-context,4,11600,135,0
event-emitter,4,25500,217,1
array-wrapper,4,34800,215,0
minimum-string-length-after-removing-substrings,4,64599,388,1
lexicographically-smallest-palindrome,4,56000,329,0
find-the-punishment-number-of-an-integer,4,30200,465,0
modify-graph-edge-weights,4,19100,265,0
differences-between-two-objects,4,8300,139,1
consecutive-transactions-with-increasing-amounts,4,5800,33,0
minimum-operations-to-make-numbers-non-positive,4,1700,34,0
return-length-of-arguments-passed,4,117800,272,2
to-be-or-not-to-be,4,206600,559,1
compact-object,4,25500,154,0
buy-two-chocolates,4,242700,955,2
extra-characters-in-a-string,4,159300,2000,3
maximum-strength-of-a-group,4,108800,341,1
greatest-common-divisor-traversal,4,158600,787,1
remove-trailing-zeros-from-a-string,4,73700,290,0
difference-of-number-of-distinct-values-on-diagonals,4,26600,117,0
minimum-cost-to-make-all-characters-equal,4,32500,513,0
maximum-strictly-increasing-cells-in-a-matrix,4,39100,548,1
find-shortest-path-with-k-hops,4,1200,27,0
timeout-cancellation,4,39700,191,1
minimize-string-length,4,65400,266,0
semi-ordered-permutation,4,46800,202,0
sum-of-matrix-after-queries,4,66100,682,1
count-of-integers,4,29900,508,2
popularity-percentage,4,2800,12,0
execute-asynchronous-functions-in-parallel,4,24500,162,0
join-two-arrays-by-id,4,39800,140,1
add-two-promises,4,73200,229,1
sort-by,4,35000,147,0
interval-cancellation,4,36300,134,0
calculator-with-method-chaining,4,26700,98,0
is-object-empty,4,57600,152,1
count-houses-in-a-circular-street,4,2100,47,1
check-if-the-number-is-fascinating,4,79300,222,0
find-the-longest-semi-repetitive-substring,4,60500,276,0
movement-of-robots,4,45100,473,0
find-a-good-subset-of-the-matrix,4,14300,204,0
neither-minimum-nor-maximum,4,107700,325,0
lexicographically-smallest-string-after-substring-operation,4,84500,215,0
collecting-chocolates,4,34200,276,1
maximum-sum-queries,4,18100,313,0
find-the-closest-marked-node,4,2400,33,0
count-occurrences-in-text,4,6400,20,0
total-distance-traveled,4,102700,267,1
find-the-value-of-the-partition,4,47900,272,0
special-permutations,4,47800,542,0
painting-the-walls,4,121600,1300,3
count-substrings-without-repeating-character,4,2300,50,0
find-maximum-number-of-string-pairs,4,69500,323,0
construct-the-longest-new-string,4,34100,290,0
decremental-string-concatenation,4,28800,348,0
count-zero-request-servers,4,17000,320,1
number-of-beautiful-pairs,4,64500,197,0
minimum-operations-to-make-the-integer-zero,4,30500,271,0
ways-to-split-array-into-good-subarrays,4,59000,417,0
robot-collisions,4,23100,406,2
customers-with-maximum-number-of-transactions-on-consecutive-days,4,3200,10,0
count-houses-in-a-circular-street-ii,4,873,27,0
bind-function-to-context,4,561,15,0
deep-merge-of-two-objects,4,650,12,0
query-batching,4,402,12,0
generate-circular-array-values,4,446,10,0
next-day,4,896,13,0
convert-json-string-to-object,4,524,13,0
longest-even-odd-subarray-with-threshold,4,111300,280,0
prime-pairs-with-target-sum,4,82200,347,0
continuous-subarrays,4,44200,655,3
sum-of-imbalance-numbers-of-all-subarrays,4,15600,294,1
is-array-a-preorder-of-some-‌binary-tree,4,1400,30,0
longest-alternating-subarray,4,67900,206,0
relocate-marbles,4,37000,185,1
partition-string-into-minimum-beautiful-substrings,4,27900,328,0
number-of-black-blocks,4,20500,223,2
find-the-maximum-achievable-number,4,88700,298,1
maximum-number-of-jumps-to-reach-the-last-index,4,81600,398,0
longest-non-decreasing-subarray-from-two-arrays,4,76000,562,1
apply-operations-to-make-all-array-elements-equal-to-zero,4,35600,357,1
height-of-special-binary-tree,4,781,8,0
array-upper-bound,4,1300,19,0
undefined-to-null,4,669,13,0
convert-callback-based-function-to-promise-based-function,4,583,14,0
date-range-generator,4,392,10,0
sum-of-squares-of-special-elements,4,73000,250,0
maximum-beauty-of-an-array-after-applying-operation,4,63900,588,1
minimum-index-of-a-valid-split,4,36300,320,0
length-of-the-longest-valid-substring,4,60600,511,1
number-of-unique-categories,4,2000,30,1
flight-occupancy-and-waitlist-analysis,4,5200,15,0
check-if-array-is-good,4,92200,259,0
sort-vowels-in-a-string,4,152300,948,0
visit-array-positions-to-maximize-score,4,51300,460,0
ways-to-express-an-integer-as-sum-of-powers,4,51500,383,0
split-strings-by-separator,4,66300,296,0
largest-element-in-an-array-after-merge-operations,4,61700,449,0
maximum-number-of-groups-with-increasing-length,4,43800,392,0
count-paths-that-can-form-a-palindrome-in-a-tree,4,11300,359,1
count-nodes-that-are-great-enough,4,1100,18,0
status-of-flight-tickets,4,1800,7,0
create-object-from-two-arrays,4,1300,9,0
parallel-execution-of-promises-for-individual-results-retrieval,4,541,12,0
repeat-string,4,1900,23,0
partial-function-with-placeholders,4,891,10,0
number-of-employees-who-met-the-target,4,152300,446,2
count-complete-subarrays-in-an-array,4,56600,528,1
shortest-string-that-contains-three-strings,4,49200,311,1
count-stepping-numbers-in-range,4,26600,324,1
find-the-k-th-lucky-number,4,1200,26,0
factorial-generator,4,854,17,0
array-prototype-foreach,4,800,8,0
custom-interval,4,401,14,0
account-balance-after-rounded-purchase,4,76200,189,0
insert-greatest-common-divisors-in-linked-list,4,71400,487,0
minimum-seconds-to-equalize-a-circular-array,4,55800,506,0
minimum-time-to-make-array-sum-at-most-x,4,13900,222,1
faulty-keyboard,4,80700,401,1
check-if-it-is-possible-to-split-array,4,83800,442,1
find-the-safest-path-in-a-grid,4,59700,767,1
maximum-elegance-of-a-k-length-subsequence,4,17800,282,0
minimum-time-takes-to-reach-destination-without-drowning,4,1100,19,0
max-pair-sum-in-an-array,4,73600,312,1
double-a-number-represented-as-a-linked-list,4,83400,476,1
minimum-absolute-difference-between-elements-with-constraint,4,71100,651,1
apply-operations-to-maximize-score,4,19800,315,0
minimum-relative-loss-after-buying-chocolates,4,592,14,0
election-results,4,2400,17,0
delay-the-resolution-of-each-promise,4,822,14,0
inversion-of-object,4,1000,15,0
deep-object-filter,4,487,11,0
count-pairs-whose-sum-is-less-than-target,4,136300,505,1
make-string-a-subsequence-using-cyclic-increments,4,68400,308,1
sorting-three-groups,4,43300,377,1
number-of-beautiful-integers-in-the-range,4,47400,339,1
check-if-a-string-is-an-acronym-of-words,4,95600,289,1
determine-the-minimum-sum-of-a-k-avoiding-array,4,54700,319,1
maximize-the-profit-as-the-salesman,4,57000,637,1
find-the-longest-equal-subarray,4,52100,637,1
maximal-range-that-each-element-is-maximum-in-it,4,1400,33,1
furthest-point-from-origin,4,69400,228,1
find-the-minimum-possible-sum-of-a-beautiful-array,4,75700,289,1
minimum-operations-to-form-subsequence-with-target-sum,4,35900,515,2
maximize-value-of-function-in-a-ball-passing-game,4,14100,215,1
total-traveled-distance,4,2800,13,0
maximum-coins-heroes-can-collect,4,1400,27,1
check-if-strings-can-be-made-equal-with-operations-i,4,76500,172,1
check-if-strings-can-be-made-equal-with-operations-ii,4,46000,243,1
maximum-sum-of-almost-unique-subarray,4,62000,258,1
count-k-subsequences-of-a-string-with-maximum-beauty,4,39900,315,1
count-symmetric-integers,4,56300,241,1
minimum-operations-to-make-a-special-number,4,65099,336,0
count-of-interesting-subarrays,4,37700,477,0
minimum-edge-weight-equilibrium-queries-in-a-tree,4,12100,282,1
smallest-number-with-given-digit-product,4,1800,18,1
points-that-intersect-with-cars,4,57000,249,1
determine-if-a-cell-is-reachable-at-a-given-time,4,272800,806,1
minimum-moves-to-spread-stones-over-grid,4,44800,470,1
string-transformation,4,11000,158,2
sum-of-remoteness-of-all-cells,4,1500,26,1
highest-salaries-difference,4,3000,12,0
rolling-average-steps,4,2400,13,0
minimum-right-shifts-to-sort-the-array,4,54800,199,2
minimum-array-length-after-pair-removals,4,96200,297,1
count-pairs-of-points-with-distance-k,4,31600,253,1
minimum-edge-reversals-so-every-node-is-reachable,4,12100,271,1
sum-of-values-at-indices-with-k-set-bits,4,68900,231,1
happy-students,4,40000,156,0
maximum-number-of-alloys,4,34900,252,1
maximum-element-sum-of-a-complete-subset-of-indices,4,16200,164,1
maximum-length-of-semi-decreasing-subarrays,4,10000,81,2
maximum-odd-binary-number,4,224300,736,0
beautiful-towers-i,4,50700,185,1
beautiful-towers-ii,4,35300,375,1
count-valid-paths-in-a-tree,4,17600,229,1
the-wording-game,4,584,8,0
minimum-operations-to-collect-elements,4,55000,154,1
minimum-number-of-operations-to-make-array-empty,4,270600,1300,2
split-array-into-maximum-number-of-subarrays,4,35200,209,0
maximum-number-of-k-divisible-components,4,17000,180,1
maximum-value-of-an-ordered-triplet-i,4,77100,154,1
maximum-value-of-an-ordered-triplet-ii,4,58800,256,1
minimum-size-subarray-in-infinite-array,4,58600,351,1
count-visited-nodes-in-a-directed-graph,4,28400,296,1
create-a-dataframe-from-list,4,78900,132,4
get-the-size-of-a-dataframe,4,58100,71,0
display-the-first-three-rows,4,56800,60,0
select-data,4,52200,63,0
create-a-new-column,4,42800,48,0
drop-duplicate-rows,4,40000,63,0
drop-missing-data,4,49200,45,0
modify-columns,4,38100,47,0
rename-columns,4,35200,40,0
change-data-type,4,33300,45,0
fill-missing-data,4,38700,47,0
reshape-data:-concatenate,4,32200,45,0
reshape-data:-pivot,4,29900,64,0
reshape-data:-melt,4,27000,58,0
method-chaining,4,32100,48,0
minimizing-array-after-replacing-pairs-with-their-product,4,1500,19,1
calculate-orders-within-each-interval,4,2200,14,0
divisible-and-non-divisible-sums-difference,4,75500,184,0
minimum-processing-time,4,44000,152,1
apply-operations-to-make-two-strings-equal,4,44100,323,1
apply-operations-on-array-to-maximize-sum-of-squares,4,13600,174,1
maximum-linear-stock-score,4,876,18,1
last-visited-integers,4,37300,134,0
longest-unequal-adjacent-groups-subsequence-i,4,34700,142,1
longest-unequal-adjacent-groups-subsequence-ii,4,37400,187,1
count-of-sub-multisets-with-bounded-sum,4,18100,134,0
find-indices-with-index-and-value-difference-i,4,57500,121,1
shortest-and-lexicographically-smallest-beautiful-string,4,61500,170,1
find-indices-with-index-and-value-difference-ii,4,52400,248,1
construct-product-matrix,4,36100,214,0
maximum-profitable-triplets-with-increasing-prices-i,4,1600,18,1
minimum-sum-of-mountain-triplets-i,4,48600,143,1
minimum-sum-of-mountain-triplets-ii,4,40700,179,1
minimum-number-of-groups-to-create-a-valid-assignment,4,46700,277,1
minimum-changes-to-make-k-semi-palindromes,4,9900,68,0
number-of-ways-to-reach-destination-in-the-grid,4,1200,14,1
subarrays-distinct-element-sum-of-squares-i,4,34800,128,0
minimum-number-of-changes-to-make-binary-string-beautiful,4,30000,132,0
length-of-the-longest-subsequence-that-sums-to-target,4,50100,191,1
subarrays-distinct-element-sum-of-squares-ii,4,13500,134,1
find-the-k-or-of-an-array,4,30700,105,1
minimum-equal-sum-of-two-arrays-after-replacing-zeros,4,65700,162,3
minimum-increment-operations-to-make-array-beautiful,4,37100,290,1
maximum-points-after-collecting-coins-from-all-nodes,4,18200,182,1
maximum-profitable-triplets-with-increasing-prices-ii,4,672,8,1
market-analysis-iii,4,3100,10,0
find-champion-i,4,44800,123,1
find-champion-ii,4,40400,125,1
maximum-score-after-applying-operations-on-a-tree,4,23500,283,1
maximum-balanced-subsequence-sum,4,21000,171,1
distribute-candies-among-children-iii,4,916,8,2
distribute-candies-among-children-i,4,29100,87,1
distribute-candies-among-children-ii,4,32500,83,2
number-of-strings-which-can-be-rearranged-to-contain-substring,4,10000,153,1
maximum-spending-after-buying-items,4,14100,84,1
maximum-strong-pair-xor-i,4,39600,114,1
high-access-employees,4,45400,186,1
minimum-operations-to-maximize-last-elements-in-arrays,4,25500,172,0
maximum-strong-pair-xor-ii,4,18800,155,1
number-of-equal-numbers-blocks,4,2200,19,1
make-three-strings-equal,4,58800,166,1
separate-black-and-white-balls,4,40800,158,1
maximum-xor-product,4,31000,174,0
find-building-where-alice-and-bob-can-meet,4,17300,214,1
maximum-gcd-sum-of-a-subarray,4,663,12,0
find-words-containing-character,4,106900,263,1
maximize-area-of-square-hole-in-grid,4,29400,124,1
minimum-number-of-coins-for-fruits,4,29700,185,0
find-maximum-non-decreasing-array-length,4,18900,131,1
matrix-similarity-after-cyclic-shifts,4,35500,92,1
count-beautiful-substrings-i,4,29800,120,1
make-lexicographically-smallest-array-by-swapping-elements,4,20700,234,1
count-beautiful-substrings-ii,4,18000,163,1
number-of-divisible-substrings,4,1200,20,1
find-the-peaks,4,51300,131,1
minimum-number-of-coins-to-be-added,4,27100,286,1
count-complete-substrings,4,22200,179,1
count-the-number-of-infection-sequences,4,7600,69,2
number-of-same-end-substrings,4,985,21,1
find-common-elements-between-two-arrays,4,52700,142,1
remove-adjacent-almost-equal-characters,4,38400,145,1
length-of-longest-subarray-with-at-most-k-frequency,4,244600,971,2
number-of-possible-sets-of-closing-branches,4,11800,137,3
count-tested-devices-after-test-operations,4,42200,123,1
double-modular-exponentiation,4,41400,98,1
count-subarrays-where-max-element-appears-at-least-k-times,4,207200,1100,1
count-the-number-of-good-partitions,4,18900,221,1
number-of-divisible-triplet-sums,4,1800,15,1
find-missing-and-repeated-values,4,51300,164,0
divide-array-into-arrays-with-max-difference,4,203600,758,1
minimum-cost-to-make-array-equalindromic,4,54200,207,1
apply-operations-to-maximize-frequency-score,4,14200,217,1
minimum-number-of-coins-for-fruits-ii,4,831,16,0
count-the-number-of-incremovable-subarrays-i,4,34100,125,1
find-polygon-with-the-largest-perimeter,4,193500,746,1
count-the-number-of-incremovable-subarrays-ii,4,16200,180,1
find-number-of-coins-to-place-in-tree-nodes,4,16900,148,1
minimum-number-game,4,67800,184,1
maximum-square-area-by-removing-fences-from-a-field,4,57400,128,0
minimum-cost-to-convert-string-i,4,33200,254,1
minimum-cost-to-convert-string-ii,4,16200,80,1
symmetric-coordinates,4,1900,7,0
most-expensive-item-that-can-not-be-bought,4,1400,13,1
check-if-bitwise-or-has-trailing-zeros,4,41300,89,1
find-longest-special-substring-that-occurs-thrice-i,4,44700,137,1
find-longest-special-substring-that-occurs-thrice-ii,4,44600,217,1
palindrome-rearrangement-queries,4,10900,77,0
find-peak-calling-hours-for-each-city,4,1600,4,0
calculate-compressed-mean,4,1500,6,0
find-third-transaction,4,2100,5,0
find-expensive-cities,4,1700,6,0
manager-of-the-largest-department,4,1500,1,0
class-performance,4,1600,4,0
loan-types,4,2300,10,0
top-three-wineries,4,1500,6,0
number-of-self-divisible-permutations,4,1300,14,2
friday-purchases-i,4,1300,7,0
friday-purchases-ii,4,1000,8,0
