name,cluster,submissions_count,likes_count,companies_count
xor-queries-of-a-subarray,4,77400,1500,1
get-watched-videos-by-your-friends,4,48600,379,1
minimum-insertion-steps-to-make-a-string-palindrome,3,228400,4900,3
decompress-run-length-encoded-list,4,304600,1200,2
matrix-block-sum,4,114700,2400,2
sum-of-nodes-with-even-valued-grandparent,4,174100,2700,1
distinct-echo-substrings,4,32200,309,1
convert-integer-to-the-sum-of-two-no-zero-integers,4,83600,403,1
minimum-flips-to-make-a-or-b-equal-to-c,4,167300,1900,1
number-of-operations-to-make-network-connected,4,334800,4900,1
minimum-distance-to-type-a-word-using-two-fingers,4,52300,982,1
restaurant-growth,4,156500,704,1
ads-performance,4,69800,256,1
maximum-69-number,4,311500,2700,1
print-words-vertically,4,62100,764,1
delete-leaves-with-a-given-value,4,137300,2200,1
minimum-number-of-taps-to-open-to-water-a-garden,4,255800,3300,2
list-the-products-ordered-in-a-period,4,141400,336,1
break-a-palindrome,4,319100,2300,2
sort-the-matrix-diagonally,4,193700,3300,1
reverse-subarray-to-maximize-array-value,4,14000,474,2
rank-transform-of-an-array,4,180700,1700,1
remove-palindromic-subsequences,4,172400,1600,2
"filter-restaurants-by-vegan-friendly,-price-and-distance",4,48300,300,1
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,4,158000,2600,2
minimum-difficulty-of-a-job-schedule,4,322000,3400,2
number-of-transactions-per-visit,4,25600,90,2
the-k-weakest-rows-in-a-matrix,4,488200,4100,1
reduce-array-size-to-the-half,3,275300,3200,4
maximum-product-of-splitted-binary-tree,3,257100,3000,4
jump-game-v,4,49800,1100,3
movie-rating,4,204600,498,1
number-of-steps-to-reduce-a-number-to-zero,3,766700,3900,4
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,4,134300,1600,1
angle-between-hands-of-a-clock,4,188400,1300,2
jump-game-iv,4,309200,3700,1
check-if-n-and-its-double-exist,4,920800,1900,2
minimum-number-of-steps-to-make-two-strings-anagram,3,330500,2700,5
tweet-counts-per-frequency,4,73300,189,1
maximum-students-taking-exam,4,31700,814,1
students-with-invalid-departments,4,60900,177,1
count-negative-numbers-in-a-sorted-matrix,3,523700,4900,1
product-of-the-last-k-numbers,4,164500,1400,4
maximum-number-of-events-that-can-be-attended,4,264800,3000,1
construct-target-array-with-multiple-sums,4,182200,2000,1
activity-participants,4,39600,143,1
sort-integers-by-the-number-of-1-bits,4,282100,2400,2
apply-discount-every-n-orders,4,30600,186,1
number-of-substrings-containing-all-three-characters,4,141100,3100,2
count-all-valid-pickup-and-delivery-options,4,186500,3000,1
number-of-days-between-two-dates,4,100100,358,1
validate-binary-tree-nodes,4,255300,2100,2
closest-divisors,4,36100,316,1
largest-multiple-of-three,4,60700,587,2
number-of-trusted-contacts-of-a-customer,4,25900,88,1
how-many-numbers-are-smaller-than-the-current-number,3,628900,5400,1
rank-teams-by-votes,4,120300,1400,1
linked-list-in-binary-tree,4,169900,2200,3
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,4,74400,1700,1
get-the-second-most-recent-activity,4,31200,160,1
increasing-decreasing-string,4,98900,765,1
find-the-longest-substring-containing-vowels-in-even-counts,4,41100,1600,1
longest-zigzag-path-in-a-binary-tree,4,234700,3400,1
maximum-sum-bst-in-binary-tree,4,169200,2600,1
generate-a-string-with-characters-that-have-odd-counts,4,118200,478,0
number-of-times-binary-string-is-prefix-aligned,4,79200,932,2
time-needed-to-inform-all-employees,3,353600,4000,3
frog-position-after-t-seconds,4,81900,771,1
replace-employee-id-with-the-unique-identifier,4,438900,1000,1
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,4,260200,1700,2
lucky-numbers-in-a-matrix,4,146300,1600,1
design-a-stack-with-increment-operation,4,142400,1800,1
balance-a-binary-search-tree,3,181700,3000,3
maximum-performance-of-a-team,3,194300,3000,3
total-sales-amount-by-year,4,25800,225,0
find-the-distance-value-between-two-arrays,4,146500,884,2
cinema-seat-allocation,4,111200,883,2
sort-integers-by-the-power-value,4,129199,1400,3
pizza-with-3n-slices,4,45300,1000,2
create-target-array-in-the-given-order,4,281200,2000,2
four-divisors,4,77400,396,1
check-if-there-is-a-valid-path-in-a-grid,4,58800,806,1
longest-happy-prefix,4,90700,1300,1
capital-gain/loss,4,124700,796,2
find-lucky-integer-in-an-array,4,179900,1100,2
count-number-of-teams,4,167400,2700,2
design-underground-system,4,306900,3500,1
find-all-good-strings,4,15200,482,1
customers-who-bought-products-a-and-b-but-not-c,4,68200,295,1
count-largest-group,4,67400,436,2
construct-k-palindrome-strings,4,82400,1000,1
circle-and-rectangle-overlapping,4,35800,363,1
reducing-dishes,4,182200,3200,1
minimum-subsequence-in-non-increasing-order,4,98500,573,1
number-of-steps-to-reduce-a-number-in-binary-representation-to-one,4,73700,780,2
longest-happy-string,4,139500,2000,1
stone-game-iii,4,135600,2200,1
top-travellers,4,198700,614,1
string-matching-in-an-array,4,134500,890,1
queries-on-a-permutation-with-key,4,58500,482,1
html-entity-parser,4,47400,186,2
number-of-ways-to-paint-n-×-3-grid,4,51900,1100,1
find-the-quiet-students-in-all-exams,4,42900,211,0
minimum-value-to-get-positive-step-by-step-sum,4,209200,1500,1
find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,4,64599,1000,2
the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,4,51000,950,2
restore-the-array,4,120200,1600,1
reformat-the-string,4,107300,581,1
display-table-of-food-orders-in-a-restaurant,4,36800,383,2
minimum-number-of-frogs-croaking,4,95000,1000,2
build-array-where-you-can-find-the-maximum-exactly-k-comparisons,4,92700,1300,1
npv-queries,4,31700,57,1
maximum-score-after-splitting-a-string,4,250700,1500,2
maximum-points-you-can-obtain-from-cards,3,491000,6000,2
diagonal-traverse-ii,4,228200,2100,1
constrained-subsequence-sum,4,133400,2100,2
counting-elements,4,202800,152,1
perform-string-shifts,4,145700,240,1
leftmost-column-with-at-least-a-one,4,330900,1200,1
first-unique-number,4,157000,547,1
check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,4,94300,212,1
kids-with-the-greatest-number-of-candies,3,951600,4300,2
max-difference-you-can-get-from-changing-an-integer,4,43300,225,2
check-if-a-string-can-break-another-string,4,60500,746,1
number-of-ways-to-wear-different-hats-to-each-other,4,32700,883,1
create-a-session-bar-chart,4,30100,147,1
destination-city,4,320300,2200,2
check-if-all-1's-are-at-least-length-k-places-away,4,132200,621,1
longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,3,256800,3300,5
find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,4,54100,1200,1
evaluate-boolean-expression,4,38000,207,1
build-an-array-with-stack-operations,4,204800,950,1
count-triplets-that-can-form-two-arrays-of-equal-xor,4,48800,1400,0
minimum-time-to-collect-all-apples-in-a-tree,4,181800,3600,1
number-of-ways-of-cutting-a-pizza,4,107600,1800,3
apples-&-oranges,4,58000,237,1
consecutive-characters,4,268600,1700,1
simplified-fractions,4,48000,408,1
count-good-nodes-in-binary-tree,3,650500,5700,3
form-largest-integer-with-digits-that-add-up-to-target,4,36200,682,1
number-of-students-doing-homework-at-a-given-time,4,159600,867,0
rearrange-words-in-a-sentence,4,79100,742,1
people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,4,41500,342,1
maximum-number-of-darts-inside-of-a-circular-dartboard,4,16000,145,1
active-users,4,102100,401,3
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,4,120400,818,1
maximum-number-of-vowels-in-a-substring-of-given-length,3,498500,3400,2
pseudo-palindromic-paths-in-a-binary-tree,4,312800,3200,2
max-dot-product-of-two-subsequences,4,123700,1600,2
rectangles-area,4,24600,96,1
make-two-arrays-equal-by-reversing-subarrays,4,173600,1000,1
check-if-a-string-contains-all-binary-codes-of-size-k,4,211500,2200,2
course-schedule-iv,4,114800,1400,1
cherry-pickup-ii,4,233300,4000,1
maximum-product-of-two-elements-in-an-array,4,438400,2400,1
maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,3,405400,2600,4
reorder-routes-to-make-all-paths-lead-to-the-city-zero,3,275300,4000,2
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,4,13700,281,0
calculate-salaries,4,30300,124,1
find-all-the-lonely-nodes,4,58800,486,1
shuffle-the-array,3,754700,5700,1
the-k-strongest-values-in-an-array,4,62000,685,1
design-browser-history,3,292900,3800,4
paint-house-iii,4,100200,2000,2
delete-n-nodes-after-m-nodes-of-a-linked-list,4,42100,399,1
final-prices-with-a-special-discount-in-a-shop,4,185100,2000,1
subrectangle-queries,4,118800,615,1
find-two-non-overlapping-sub-arrays-each-with-target-sum,4,129000,1700,1
allocate-mailboxes,4,42800,1100,1
sales-by-day-of-the-week,4,22300,149,1
running-sum-of-1d-array,3,2100000,7700,5
least-number-of-unique-integers-after-k-removals,4,378400,2200,3
minimum-number-of-days-to-make-m-bouquets,4,222300,3700,2
kth-ancestor-of-a-tree-node,3,100700,1900,4
group-sold-products-by-the-date,4,251000,1400,2
clone-binary-tree-with-random-pointer,4,33000,415,1
xor-operation-in-an-array,4,220100,1400,1
making-file-names-unique,4,89900,430,2
avoid-flood-in-the-city,4,132000,1500,4
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,4,77200,1800,1
clone-n-ary-tree,4,34400,403,1
average-salary-excluding-the-minimum-and-maximum-salary,4,529500,2200,1
the-kth-factor-of-n,3,319400,1700,4
longest-subarray-of-1's-after-deleting-one-element,3,373000,3800,2
parallel-courses-ii,4,60100,1000,1
friendly-movies-streamed-last-month,4,61500,83,1
path-crossing,4,246500,1400,1
check-if-array-pairs-are-divisible-by-k,4,127500,1700,1
number-of-subsequences-that-satisfy-the-given-sum-condition,3,265600,3800,4
max-value-of-equation,4,95200,1300,1
design-a-file-sharing-system,4,9500,47,1
countries-you-can-safely-invest-in,4,75000,293,0
can-make-arithmetic-progression-from-sequence,4,348400,2100,1
last-moment-before-all-ants-fall-out-of-a-plank,4,129400,1500,1
count-submatrices-with-all-ones,4,88700,2100,1
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,4,25400,481,0
find-root-of-n-ary-tree,4,43400,464,2
reformat-date,4,108500,460,2
range-sum-of-sorted-subarray-sums,4,64599,920,1
minimum-difference-between-largest-and-smallest-value-in-three-moves,4,157300,1700,1
stone-game-iv,4,119100,1600,1
customer-order-frequency,4,60300,311,1
number-of-good-pairs,3,827200,5300,2
number-of-substrings-with-only-1s,4,95800,859,1
path-with-maximum-probability,4,246800,3100,2
best-position-for-a-service-centre,4,39000,227,1
move-sub-tree-of-n-ary-tree,4,3600,33,1
find-users-with-valid-e-mails,4,207800,408,0
water-bottles,4,125300,1000,1
number-of-nodes-in-the-sub-tree-with-the-same-label,4,151000,2200,2
maximum-number-of-non-overlapping-substrings,4,40500,798,1
find-a-value-of-a-mysterious-function-closest-to-target,4,22600,364,1
diameter-of-n-ary-tree,4,64200,596,2
count-odd-numbers-in-an-interval-range,3,667700,2700,4
number-of-sub-arrays-with-odd-sum,4,86600,1300,2
number-of-good-ways-to-split-a-string,4,146200,2000,2
minimum-number-of-increments-on-subarrays-to-form-a-target-array,4,54300,1400,1
patients-with-a-condition,4,482600,619,0
shuffle-string,4,440300,2700,1
minimum-suffix-flips,4,71200,1000,3
number-of-good-leaf-nodes-pairs,4,71500,1700,1
string-compression-ii,4,184300,2400,1
the-most-recent-three-orders,4,40500,150,0
find-the-index-of-the-large-integer,4,23300,243,1
count-good-triplets,4,144000,742,1
find-the-winner-of-an-array-game,4,199000,1500,1
minimum-swaps-to-arrange-a-binary-grid,4,31400,555,1
get-the-maximum-score,4,65000,965,2
guess-the-majority-in-a-hidden-array,4,5700,133,1
kth-missing-positive-number,3,673100,6400,1
can-convert-string-in-k-moves,4,54000,377,1
minimum-insertions-to-balance-a-parentheses-string,4,111500,1100,2
find-longest-awesome-substring,4,32200,785,1
fix-product-name-format,4,33500,86,0
make-the-string-great,4,440800,3000,1
find-kth-bit-in-nth-binary-string,4,70000,904,2
maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,4,58400,1000,2
minimum-cost-to-cut-a-stick,4,186100,4100,1
the-most-similar-path-in-a-graph,4,29100,375,2
the-most-recent-orders-for-each-product,4,42700,133,0
three-consecutive-odds,4,132900,637,1
minimum-operations-to-make-array-equal,4,116500,1400,2
magnetic-force-between-two-balls,4,90100,2100,1
minimum-number-of-days-to-eat-n-oranges,4,98800,972,3
strings-differ-by-one-character,4,57600,372,2
bank-account-summary,4,34100,138,1
thousand-separator,4,94900,481,0
minimum-number-of-vertices-to-reach-all-nodes,4,216400,3600,2
minimum-numbers-of-function-calls-to-make-target-array,4,33300,618,1
detect-cycles-in-2d-grid,4,84300,1100,2
maximum-number-of-coins-you-can-get,4,187800,1900,1
find-latest-group-of-size-m,4,42000,640,2
stone-game-v,4,47500,635,1
put-boxes-into-the-warehouse-i,4,22700,323,1
unique-orders-and-customers-per-month,4,26000,76,1
detect-pattern-of-length-m-repeated-k-or-more-times,4,78800,642,1
maximum-length-of-subarray-with-positive-product,4,213900,2400,1
minimum-number-of-days-to-disconnect-island,4,30200,695,1
number-of-ways-to-reorder-array-to-get-same-bst,4,102500,1800,1
dot-product-of-two-sparse-vectors,4,273000,1200,3
warehouse-manager,4,46400,158,1
matrix-diagonal-sum,4,415200,3400,1
number-of-ways-to-split-a-string,4,88600,727,1
shortest-subarray-to-be-removed-to-make-array-sorted,4,79500,1600,1
count-all-possible-routes,4,87300,1600,2
replace-all-?'s-to-avoid-consecutive-repeating-characters,4,127600,552,1
number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,4,50200,369,0
minimum-time-to-make-rope-colorful,4,396200,3800,1
remove-max-number-of-edges-to-keep-graph-fully-traversable,4,90100,2000,3
put-boxes-into-the-warehouse-ii,4,7000,167,1
customer-who-visited-but-did-not-make-any-transactions,4,504800,1800,2
special-positions-in-a-binary-matrix,4,206800,1400,1
count-unhappy-friends,4,45400,277,1
min-cost-to-connect-all-points,3,414300,4900,2
check-if-string-is-transformable-with-substring-sort-operations,4,17000,433,1
binary-search-tree-iterator-ii,4,20700,259,1
bank-account-summary-ii,4,117300,465,1
sum-of-all-odd-length-subarrays,4,233400,3600,1
maximum-sum-obtained-of-any-permutation,4,51100,749,1
make-sum-divisible-by-p,4,97000,1500,1
strange-printer-ii,4,18000,618,1
rearrange-spaces-between-words,4,128100,452,2
split-a-string-into-the-max-number-of-unique-substrings,4,54200,824,2
maximum-non-negative-product-in-a-matrix,4,70500,816,1
minimum-cost-to-connect-two-groups-of-points,4,18600,464,1
the-most-frequently-ordered-products-for-each-customer,4,40600,240,0
build-binary-expression-tree-from-infix-expression,4,20700,265,2
crawler-log-folder,4,119000,930,1
maximum-profit-of-operating-a-centennial-wheel,4,27900,106,1
throne-inheritance,4,25900,275,1
maximum-number-of-achievable-transfer-requests,4,85400,1400,1
find-nearest-right-node-in-binary-tree,4,30200,327,1
design-parking-system,4,312900,1900,2
alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,4,77800,303,4
find-valid-matrix-given-row-and-column-sums,4,52300,1400,1
find-servers-that-handled-most-number-of-requests,4,37400,592,2
sellers-with-no-sales,4,59200,129,0
special-array-with-x-elements-greater-than-or-equal-x,4,136100,1600,1
even-odd-tree,4,233100,1700,3
maximum-number-of-visible-points,4,106800,564,2
minimum-one-bit-operations-to-make-integers-zero,4,77200,898,2
check-if-two-expression-trees-are-equivalent,4,10000,139,1
find-the-missing-ids,4,24900,224,1
maximum-nesting-depth-of-the-parentheses,4,378300,2300,1
maximal-network-rank,4,214300,2300,1
split-two-strings-to-make-palindrome,4,77900,721,1
count-subtrees-with-max-distance-between-cities,4,15400,531,1
maximum-font-to-fit-a-sentence-in-a-screen,4,11200,107,1
mean-of-array-after-removing-some-elements,4,84800,487,1
coordinate-with-maximum-network-quality,4,22700,77,1
number-of-sets-of-k-non-overlapping-line-segments,4,22600,450,1
fancy-sequence,4,68500,367,1
all-valid-triplets-that-can-represent-a-country,4,23400,70,1
largest-substring-between-two-equal-characters,4,215500,1300,1
lexicographically-smallest-string-after-applying-operations,4,22100,344,2
best-team-with-no-conflicts,4,161000,2900,2
graph-connectivity-with-threshold,4,36300,567,1
design-an-expression-tree-with-evaluate-function,4,31600,531,1
slowest-key,4,166600,758,0
arithmetic-subarrays,4,159800,1800,1
path-with-minimum-effort,3,412200,5700,2
rank-transform-of-a-matrix,4,53200,864,1
percentage-of-users-attended-a-contest,4,256700,588,0
add-two-polynomials-represented-as-linked-lists,4,17900,142,1
hopper-company-queries-i,4,17100,109,1
sort-array-by-increasing-frequency,4,172200,2800,1
widest-vertical-area-between-two-points-containing-no-points,4,182600,898,1
count-substrings-that-differ-by-one-character,4,40900,1100,1
number-of-ways-to-form-a-target-string-given-a-dictionary,4,107800,1500,1
check-array-formation-through-concatenation,4,143600,886,1
count-sorted-vowel-strings,4,230600,3800,1
furthest-building-you-can-reach,3,439200,5800,4
kth-smallest-instructions,4,25700,536,1
lowest-common-ancestor-of-a-binary-tree-ii,4,119000,629,1
hopper-company-queries-ii,4,16100,61,1
get-maximum-in-generated-array,4,213300,752,0
minimum-deletions-to-make-character-frequencies-unique,3,443600,4900,1
sell-diminishing-valued-colored-balls,4,123800,1100,3
create-sorted-array-through-instructions,4,65700,643,1
lowest-common-ancestor-of-a-binary-tree-iii,4,280400,1300,2
hopper-company-queries-iii,4,9900,34,1
defuse-the-bomb,4,65099,755,0
minimum-deletions-to-make-string-balanced,4,70300,1300,2
minimum-jumps-to-reach-home,4,143000,1500,4
distribute-repeating-integers,4,36200,411,1
design-an-ordered-stream,4,100300,516,1
determine-if-two-strings-are-close,3,567600,3600,2
minimum-operations-to-reduce-x-to-zero,3,475900,5400,3
maximize-grid-happiness,4,13600,326,1
correct-a-binary-tree,4,25600,267,1
average-time-of-process-per-machine,4,303100,1100,2
check-if-two-string-arrays-are-equivalent,3,548100,2900,3
smallest-string-with-a-given-numeric-value,4,140100,1900,2
ways-to-make-a-fair-array,4,59500,1300,1
minimum-initial-energy-to-finish-tasks,4,29500,568,1
change-the-root-of-a-binary-tree,4,5800,60,1
fix-names-in-a-table,4,324100,841,1
maximum-repeating-substring,4,119200,653,2
merge-in-between-linked-lists,4,253000,2000,1
design-front-middle-back-queue,4,47800,732,1
minimum-number-of-removals-to-make-mountain-array,4,69500,1600,2
richest-customer-wealth,3,949700,4200,2
find-the-most-competitive-subsequence,4,121900,2000,2
minimum-moves-to-make-array-complementary,4,21900,644,1
minimize-deviation-in-array,4,172000,3000,1
lowest-common-ancestor-of-a-binary-tree-iv,4,51800,465,1
product's-worth-over-invoices,4,43600,35,0
goal-parser-interpretation,4,278500,1500,2
max-number-of-k-sum-pairs,4,478500,3000,2
concatenation-of-consecutive-binary-numbers,4,157600,1400,1
minimum-incompatibility,4,21100,271,1
longest-palindromic-subsequence-ii,4,10700,147,1
invalid-tweets,4,464900,836,1
count-the-number-of-consistent-strings,4,206300,1700,2
sum-of-absolute-differences-in-a-sorted-array,4,154000,2000,1
stone-game-vi,4,33500,815,1
delivering-boxes-from-storage-to-ports,4,15900,364,1
count-of-matches-in-tournament,4,273300,1700,1
partitioning-into-minimum-number-of-deci-binary-numbers,4,237400,2400,1
stone-game-vii,4,60500,974,1
maximum-height-by-stacking-cuboids,4,46500,1100,1
count-ways-to-distribute-candies,4,4000,72,1
daily-leads-and-partners,4,135800,532,0
reformat-phone-number,4,56600,340,1
maximum-erasure-value,4,216600,2800,1
jump-game-vi,4,232200,3400,1
checking-existence-of-edge-length-limited-paths,4,79600,1900,1
number-of-distinct-substrings-in-a-string,4,16400,191,1
number-of-calls-between-two-persons,4,50100,288,2
number-of-students-unable-to-eat-lunch,4,289700,2300,1
average-waiting-time,4,45800,506,1
maximum-binary-string-after-change,4,27200,486,2
minimum-adjacent-swaps-for-k-consecutive-ones,4,24600,703,1
determine-if-string-halves-are-alike,4,439000,2200,1
maximum-number-of-eaten-apples,4,57500,817,1
where-will-the-ball-fall,4,194400,3100,2
maximum-xor-with-an-element-from-array,4,42900,1200,1
largest-subarray-length-k,4,12900,101,1
biggest-window-between-visits,4,31100,205,0
maximum-units-on-a-truck,4,405500,3800,1
count-good-meals,4,125600,1000,1
ways-to-split-array-into-three-subarrays,4,97500,1400,2
minimum-operations-to-make-a-subsequence,4,22900,675,1
sum-of-special-evenly-spaced-elements-in-array,4,2700,29,2
count-apples-and-oranges,4,19800,81,0
calculate-money-in-leetcode-bank,4,196300,1400,3
maximum-score-from-removing-substrings,4,30900,618,1
construct-the-lexicographically-largest-valid-sequence,4,24900,541,1
number-of-ways-to-reconstruct-a-tree,4,9600,211,1
decode-xored-array,4,171100,1600,1
swapping-nodes-in-a-linked-list,3,480400,5300,3
minimize-hamming-distance-after-swap-operations,4,36100,827,1
find-minimum-time-to-finish-all-jobs,4,62300,1000,1
checking-existence-of-edge-length-limited-paths-ii,4,5500,102,1
number-of-rectangles-that-can-form-the-largest-square,4,86600,576,1
tuple-with-same-product,4,44600,617,2
largest-submatrix-with-rearrangements,4,92700,1900,2
cat-and-mouse-ii,4,17400,265,1
find-followers-count,4,232900,526,1
shortest-path-to-get-food,4,114200,663,1
the-number-of-employees-which-report-to-each-employee,4,222500,451,1
find-the-highest-altitude,4,430800,2800,2
minimum-number-of-people-to-teach,4,21300,204,1
decode-xored-permutation,4,22800,751,1
count-ways-to-make-array-with-product,4,11000,281,1
latest-time-by-replacing-hidden-digits,4,81600,357,1
change-minimum-characters-to-satisfy-one-of-three-conditions,4,36700,319,1
find-kth-largest-xor-coordinate-value,4,34900,494,1
building-boxes,4,13500,298,1
find-distance-in-a-binary-tree,4,33600,415,1
find-total-time-spent-by-each-employee,4,147200,695,2
maximum-number-of-balls-in-a-box,4,85000,600,2
restore-the-array-from-adjacent-pairs,4,141200,1900,2
can-you-eat-your-favorite-candy-on-your-favorite-day?,4,30500,126,1
palindrome-partitioning-iv,4,53800,893,1
maximum-subarray-sum-after-one-operation,4,14400,271,1
leetflex-banned-accounts,4,31400,180,1
sum-of-unique-elements,4,208800,1500,1
maximum-absolute-sum-of-any-subarray,4,63600,1200,1
minimum-length-of-string-after-deleting-similar-ends,4,281600,1200,1
maximum-number-of-events-that-can-be-attended-ii,4,119200,2000,2
check-if-array-is-sorted-and-rotated,4,386700,2900,2
maximum-score-from-removing-stones,4,57500,923,1
largest-merge-of-two-strings,4,46100,532,1
closest-subsequence-sum,4,42900,867,2
design-most-recently-used-queue,4,19800,273,1
recyclable-and-low-fat-products,3,997500,2100,5
minimum-changes-to-make-alternating-binary-string,4,220600,1400,1
count-number-of-homogenous-substrings,4,190400,1500,1
minimum-limit-of-balls-in-a-bag,4,62900,2000,2
minimum-degree-of-a-connected-trio-in-a-graph,4,53000,317,1
buildings-with-an-ocean-view,4,254800,1200,2
longest-nice-substring,4,86100,1300,1
form-array-by-concatenating-subarrays-of-another-array,4,28200,321,1
map-of-highest-peak,4,43000,813,1
tree-of-coprimes,4,22800,393,1
find-the-subtasks-that-did-not-execute,4,15300,167,1
merge-strings-alternately,3,933000,3600,6
minimum-number-of-operations-to-move-all-balls-to-each-box,4,142900,2200,1
maximum-score-from-performing-multiplication-operations,4,272800,2500,2
maximize-palindrome-length-from-subsequences,4,30000,534,1
sort-features-by-popularity,4,9000,86,1
count-items-matching-a-rule,4,252200,1800,1
closest-dessert-cost,4,62400,693,2
equal-sum-arrays-with-minimum-number-of-operations,4,53800,902,2
car-fleet-ii,4,45600,866,1
product's-price-for-each-store,4,23700,130,1
shortest-path-in-a-hidden-grid,4,14400,153,1
find-nearest-point-that-has-the-same-x-or-y-coordinate,4,164800,825,1
check-if-number-is-a-sum-of-powers-of-three,4,60600,959,0
sum-of-beauty-of-all-substrings,4,68400,1000,1
count-pairs-of-nodes,4,16500,308,1
grand-slam-titles,4,28500,229,1
check-if-binary-string-has-at-most-one-segment-of-ones,4,106000,324,1
minimum-elements-to-add-to-form-a-given-sum,4,48100,259,1
number-of-restricted-paths-from-first-to-last-node,4,58900,1000,1
make-the-xor-of-all-segments-equal-to-zero,4,12900,394,2
maximize-the-beauty-of-the-garden,4,3200,75,1
primary-department-for-each-employee,4,142100,417,0
check-if-one-string-swap-can-make-strings-equal,4,227300,1100,2
find-center-of-star-graph,4,218100,1400,1
maximum-average-pass-ratio,4,40000,716,1
maximum-score-of-a-good-subarray,4,112300,1800,3
count-pairs-of-equal-substrings-with-minimum-difference,4,2900,42,1
rearrange-products-table,4,144200,832,3
second-largest-digit-in-a-string,4,108200,516,1
design-authentication-manager,4,47000,359,1
maximum-number-of-consecutive-values-you-can-make,4,28600,766,1
maximize-score-after-n-operations,4,101400,1600,1
maximum-ascending-subarray-sum,4,86700,712,1
number-of-orders-in-the-backlog,4,40500,286,1
maximum-value-at-a-given-index-in-a-bounded-array,4,180700,2500,1
count-pairs-with-xor-in-a-range,4,18500,516,1
implement-trie-ii-(prefix-tree),4,29100,309,1
number-of-different-integers-in-a-string,4,122700,605,0
minimum-number-of-operations-to-reinitialize-a-permutation,4,25500,313,1
evaluate-the-bracket-pairs-of-a-string,4,44300,478,1
maximize-number-of-nice-divisors,4,20700,220,1
ad-free-sessions,4,26200,85,1
minimum-path-cost-in-a-hidden-grid,4,5300,81,2
find-interview-candidates,4,24400,195,1
determine-color-of-a-chessboard-square,4,99600,797,1
sentence-similarity-iii,4,48700,393,1
count-nice-pairs-in-an-array,4,215000,1800,2
maximum-number-of-groups-getting-fresh-donuts,4,16000,340,1
truncate-sentence,4,186900,1100,1
finding-the-users-active-minutes,4,70300,814,1
minimum-absolute-sum-difference,4,80000,1000,1
number-of-different-subsequences-gcds,4,21800,405,1
maximum-number-of-accepted-invitations,4,12400,187,2
find-customers-with-positive-revenue-this-year,4,25600,57,1
sign-of-the-product-of-an-array,4,504300,2100,2
find-the-winner-of-the-circular-game,4,163000,2900,2
minimum-sideway-jumps,4,79400,1200,2
finding-mk-average,4,43100,413,1
faulty-sensor,4,8700,65,1
minimum-operations-to-make-the-array-increasing,4,113500,1200,1
queries-on-number-of-points-inside-a-circle,4,86400,1100,1
maximum-xor-for-each-query,4,35800,753,1
minimum-number-of-operations-to-make-string-sorted,4,7600,175,1
maximum-transaction-each-day,4,21800,85,0
check-if-the-sentence-is-pangram,3,386900,2700,3
maximum-ice-cream-bars,4,209800,2100,1
single-threaded-cpu,4,225300,3100,1
find-xor-sum-of-all-pairs-bitwise-and,4,30900,586,1
remove-duplicates-from-an-unsorted-linked-list,4,38600,370,2
sum-of-digits-in-base-k,4,67600,504,0
frequency-of-the-most-frequent-element,3,296500,4400,3
longest-substring-of-all-vowels-in-order,4,61300,731,1
maximum-building-height,4,19600,367,1
league-statistics,4,24700,107,0
next-palindrome-using-same-digits,4,10400,118,2
suspicious-bank-accounts,4,24000,89,1
replace-all-digits-with-characters,4,102400,809,1
seat-reservation-manager,4,172900,1400,1
maximum-element-after-decreasing-and-rearranging,4,153800,1100,1
closest-room,4,23300,500,1
minimum-distance-to-the-target-element,4,79100,356,1
splitting-a-string-into-descending-consecutive-values,4,70900,510,0
minimum-adjacent-swaps-to-reach-the-kth-smallest-number,4,29700,756,2
minimum-interval-to-include-each-query,4,62400,906,1
distinct-numbers-in-each-subarray,4,9900,131,1
convert-date-format,4,14700,60,0
maximum-population-year,4,106600,1300,1
maximum-distance-between-a-pair-of-values,4,91000,1200,1
maximum-subarray-min-product,4,70200,1400,2
largest-color-value-in-a-directed-graph,4,126600,2100,2
longest-word-with-all-prefixes,4,11000,177,1
sorting-the-sentence,4,190900,2100,2
incremental-memory-leak,4,25900,215,1
rotating-the-box,4,77000,963,1
sum-of-floored-pairs,4,31100,433,1
